FST_REGN,FST_YEAR,FST_MM,FST_CNT
충북,2014,4,2
충북,2014,5,2
충북,2014,6,1
충북,2014,7,1
충북,2014,8,4
충북,2014,9,4
충북,2014,10,5
충북,2014,11,0
충북,2014,12,0
충북,2015,1,0
충북,2015,2,0
충북,2015,3,2
충북,2015,4,3
충북,2015,5,6
충북,2015,6,1
충북,2015,7,2
충북,2015,8,4
충북,2015,9,7
충북,2015,10,10
충북,2015,11,1
충북,2015,12,1
충북,2016,1,0
충북,2016,2,0
충북,2016,3,2
충북,2016,4,3
충북,2016,5,6
충북,2016,6,1
충북,2016,7,2
충북,2016,8,4
충북,2016,9,7
충북,2016,10,10
충북,2016,11,1
충북,2016,12,1
충북,2017,1,0
충북,2017,2,0
충북,2017,3,2
충북,2017,4,4
충북,2017,5,6
충북,2017,6,1
충북,2017,7,1
충북,2017,8,3
충북,2017,9,8
충북,2017,10,8
충북,2017,11,0
충북,2017,12,1
충북,2018,1,1
충북,2018,2,0
충북,2018,3,2
충북,2018,4,4
충북,2018,5,6
충북,2018,6,2
충북,2018,7,1
충북,2018,8,7
충북,2018,9,7
충북,2018,10,14
충북,2018,11,1
충북,2018,12,1
충북,2019,1,3
충북,2019,2,0
충북,2019,3,1
충북,2019,4,5
충북,2019,5,9
충북,2019,6,2
충북,2019,7,3
충북,2019,8,7
충북,2019,9,6
충북,2019,10,10
충북,2019,11,0
충북,2019,12,0
충북,2020,1,2
충북,2020,2,0
충북,2020,3,1
충북,2020,4,5
충북,2020,5,0
충북,2020,6,0
충북,2020,7,0
충북,2020,8,0
충북,2020,9,0
충북,2020,10,0
충북,2020,11,0
충북,2020,12,0
충북,2021,1,1
충북,2021,2,0
충북,2021,3,2
충북,2021,4,4
충북,2021,5,5
충북,2021,6,1
충북,2021,7,2
충북,2021,8,5
충북,2021,9,6
충북,2021,10,12
충북,2021,11,1
충북,2021,12,1
충북,2022,1,2
충북,2022,2,0
충북,2022,3,0
충북,2022,4,1
충북,2022,5,5
충북,2022,6,1
충북,2022,7,3
충북,2022,8,3
충북,2022,9,3
충북,2022,10,8
충북,2022,11,1
충북,2022,12,0
