OCCRNC_YEAR,OCCRNC_MM,OCCRNC_VIRS,OCCRNC_CNT,PATNT_CNT,OCCRNC_IND,HOL_DUR,HOL_IND,CPI_VALUE,WTHR_AVG_TEMP,WTHR_AVG_H_TEMP,WTHR_AVG_L_TEMP,WTHR_AVG_PRECIP,WTHR_AVG_WNDSPD,WTHR_MX_WNDSPD,WTHR_AVG_PRESS,WTHR_MX_PRESS,WTHR_MN_PRESS,WTHR_AVG_SEA_PRESS,WTHR_MX_SEA_PRESS,WTHR_MN_SEA_PRESS,WTHR_AVG_RHUM,WTHR_MN_RHUM,WTHR_SUM_SUNHR,FST_CNT,FST_IND,POP_GEN_CNT,POP_ELM_CNT,POP_MID_CNT,POP_HIGH_CNT,POP_60P_CNT,POP_ELM_PROB,POP_MID_PROB,POP_HIGH_PROB,POP_60P_PROB,POP_DENS,GMS_LIC_CNT
2013,4,노로바이러스,8,781,1,0,0,92.823,10.3,16.4,4.4,77,2.7,24.2,1008.5,1019.9,991.7,1013.7,1025.4,997.2,59,3,218.5,44,1,51018468,2864621,1878370,2048250,8532451,0.059664881,0.039123054,0.042661347,0.177715541,508.8299456,412
2013,3,노로바이러스,5,180,1,3,1,92.952,6.6,13.5,0.2,60.7,2.4,22.6,1012.5,1024.2,995.5,1017.9,1030,1000.8,57,1,240.9,13,1,51003843,2872586,1884929,2048264,8509137,0.059830777,0.039259666,0.042661639,0.177229953,508.6840839,405
2013,2,노로바이러스,1,9,1,3,1,93.038,0.7,5.8,-4.2,51,2.2,19.2,1019.2,1028.2,1006.3,1024.8,1034.2,1011.8,57,4,179.4,2,1,50991003,2883837,1890500,2052978,8472674,0.060065115,0.0393757,0.042759823,0.176470494,508.5560249,284
2013,1,노로바이러스,14,236,1,0,0,92.728,-2.1,3.2,-6.8,27.8,2,18.2,1020.5,1032.6,1008.4,1026.2,1038.9,1014.3,64,8,180.5,2,1,50965180,2894402,1897274,2061241,8441804,0.060285165,0.03951679,0.042931927,0.175827528,508.2984806,242
2013,12,바실러스세레우스,1,2,1,0,0,93.229,1.5,6.4,-2.9,21.1,2.1,24.6,1016.7,1027.7,1000.7,1022.3,1033.9,1006.4,65,11,182.9,7,1,51141463,2843680,1820184,1998580,8737654,0.059228718,0.037911145,0.041626811,0.181989549,510.0566296,248
2013,11,바실러스세레우스,1,6,1,0,0,93.116,7.1,12.6,2.4,60,2.2,25.3,1015.2,1023.7,994,1020.6,1029.5,999.8,66,10,194.3,11,1,51127984,2849022,1829560,2007924,8710614,0.059339982,0.03810643,0.04182143,0.181426355,509.9221975,277
2013,10,바실러스세레우스,0,0,0,4,1,93.134,15.4,21.7,10.3,54.1,1.8,22.4,1014.9,1025.5,1000.7,1020,1031.4,1006.4,71,11,222.6,99,1,51115702,2850116,1836769,2016405,8687739,0.059362768,0.03825658,0.041998074,0.18094991,509.7997036,372
2013,9,바실러스세레우스,0,0,0,5,1,93.419,21.2,26.4,17,120.3,1.6,13.8,1010.3,1016.9,1001.3,1015.2,1022.2,1006.5,76,6,189.1,60,1,51098531,2849313,1844425,2024784,8662123,0.059346043,0.038416041,0.042172593,0.180416375,509.6284496,415
2013,8,바실러스세레우스,1,56,1,4,1,93.238,27.3,32.3,23.4,161,1.8,18.5,1002.5,1008.1,993.1,1007.4,1013,998.3,77,17,246.3,28,1,51081507,2850147,1852164,2030784,8635994,0.059363413,0.03857723,0.042297562,0.179872155,509.4586616,262
2013,7,바실러스세레우스,1,19,1,0,0,92.909,26.3,30.2,23.2,319.6,2.2,19.9,1001.5,1009.3,990.9,1006.4,1014.3,996.1,80,24,150.9,22,1,51064841,2850010,1857805,2037923,8609127,0.05936056,0.038694722,0.042446255,0.179312564,509.2924442,267
2013,6,바실러스세레우스,3,25,1,4,1,92.71,22.6,27.7,18.6,104.4,1.7,14.6,1003.6,1013.8,990.5,1008.4,1018.7,995.4,75,15,188.9,19,1,51047880,2852935,1865446,2041727,8585828,0.059421482,0.03885387,0.042525485,0.178827288,509.1232846,277
2013,5,바실러스세레우스,0,0,0,3,1,92.823,17.8,24.1,12.1,130,2.1,19.3,1007.2,1018.4,992.3,1012.1,1023.6,997.5,66,7,239.8,42,1,51034494,2857626,1873209,2045145,8563099,0.059519187,0.03901556,0.042596676,0.178353884,508.98978,330
2013,4,바실러스세레우스,0,0,0,0,0,92.823,10.3,16.4,4.4,77,2.7,24.2,1008.5,1019.9,991.7,1013.7,1025.4,997.2,59,3,218.5,44,1,51018468,2864621,1878370,2048250,8532451,0.059664881,0.039123054,0.042661347,0.177715541,508.8299456,412
2013,3,바실러스세레우스,1,4,1,3,1,92.952,6.6,13.5,0.2,60.7,2.4,22.6,1012.5,1024.2,995.5,1017.9,1030,1000.8,57,1,240.9,13,1,51003843,2872586,1884929,2048264,8509137,0.059830777,0.039259666,0.042661639,0.177229953,508.6840839,405
2013,2,바실러스세레우스,0,0,0,3,1,93.038,0.7,5.8,-4.2,51,2.2,19.2,1019.2,1028.2,1006.3,1024.8,1034.2,1011.8,57,4,179.4,2,1,50991003,2883837,1890500,2052978,8472674,0.060065115,0.0393757,0.042759823,0.176470494,508.5560249,284
2013,1,바실러스세레우스,0,0,0,0,0,92.728,-2.1,3.2,-6.8,27.8,2,18.2,1020.5,1032.6,1008.4,1026.2,1038.9,1014.3,64,8,180.5,2,1,50965180,2894402,1897274,2061241,8441804,0.060285165,0.03951679,0.042931927,0.175827528,508.2984806,242
2013,12,병원성대장균,0,0,0,0,0,93.229,1.5,6.4,-2.9,21.1,2.1,24.6,1016.7,1027.7,1000.7,1022.3,1033.9,1006.4,65,11,182.9,7,1,51141463,2843680,1820184,1998580,8737654,0.059228718,0.037911145,0.041626811,0.181989549,510.0566296,248
2013,11,병원성대장균,4,38,1,0,0,93.116,7.1,12.6,2.4,60,2.2,25.3,1015.2,1023.7,994,1020.6,1029.5,999.8,66,10,194.3,11,1,51127984,2849022,1829560,2007924,8710614,0.059339982,0.03810643,0.04182143,0.181426355,509.9221975,277
2013,10,병원성대장균,1,2,1,4,1,93.134,15.4,21.7,10.3,54.1,1.8,22.4,1014.9,1025.5,1000.7,1020,1031.4,1006.4,71,11,222.6,99,1,51115702,2850116,1836769,2016405,8687739,0.059362768,0.03825658,0.041998074,0.18094991,509.7997036,372
2013,9,병원성대장균,8,347,1,5,1,93.419,21.2,26.4,17,120.3,1.6,13.8,1010.3,1016.9,1001.3,1015.2,1022.2,1006.5,76,6,189.1,60,1,51098531,2849313,1844425,2024784,8662123,0.059346043,0.038416041,0.042172593,0.180416375,509.6284496,415
2013,8,병원성대장균,1,39,1,4,1,93.238,27.3,32.3,23.4,161,1.8,18.5,1002.5,1008.1,993.1,1007.4,1013,998.3,77,17,246.3,28,1,51081507,2850147,1852164,2030784,8635994,0.059363413,0.03857723,0.042297562,0.179872155,509.4586616,262
2013,7,병원성대장균,9,411,1,0,0,92.909,26.3,30.2,23.2,319.6,2.2,19.9,1001.5,1009.3,990.9,1006.4,1014.3,996.1,80,24,150.9,22,1,51064841,2850010,1857805,2037923,8609127,0.05936056,0.038694722,0.042446255,0.179312564,509.2924442,267
2013,6,병원성대장균,7,206,1,4,1,92.71,22.6,27.7,18.6,104.4,1.7,14.6,1003.6,1013.8,990.5,1008.4,1018.7,995.4,75,15,188.9,19,1,51047880,2852935,1865446,2041727,8585828,0.059421482,0.03885387,0.042525485,0.178827288,509.1232846,277
2013,5,병원성대장균,1,46,1,3,1,92.823,17.8,24.1,12.1,130,2.1,19.3,1007.2,1018.4,992.3,1012.1,1023.6,997.5,66,7,239.8,42,1,51034494,2857626,1873209,2045145,8563099,0.059519187,0.03901556,0.042596676,0.178353884,508.98978,330
2013,4,병원성대장균,0,0,0,0,0,92.823,10.3,16.4,4.4,77,2.7,24.2,1008.5,1019.9,991.7,1013.7,1025.4,997.2,59,3,218.5,44,1,51018468,2864621,1878370,2048250,8532451,0.059664881,0.039123054,0.042661347,0.177715541,508.8299456,412
2013,3,병원성대장균,0,0,0,3,1,92.952,6.6,13.5,0.2,60.7,2.4,22.6,1012.5,1024.2,995.5,1017.9,1030,1000.8,57,1,240.9,13,1,51003843,2872586,1884929,2048264,8509137,0.059830777,0.039259666,0.042661639,0.177229953,508.6840839,405
2013,2,병원성대장균,0,0,0,3,1,93.038,0.7,5.8,-4.2,51,2.2,19.2,1019.2,1028.2,1006.3,1024.8,1034.2,1011.8,57,4,179.4,2,1,50991003,2883837,1890500,2052978,8472674,0.060065115,0.0393757,0.042759823,0.176470494,508.5560249,284
2013,1,병원성대장균,0,0,0,0,0,92.728,-2.1,3.2,-6.8,27.8,2,18.2,1020.5,1032.6,1008.4,1026.2,1038.9,1014.3,64,8,180.5,2,1,50965180,2894402,1897274,2061241,8441804,0.060285165,0.03951679,0.042931927,0.175827528,508.2984806,242
2013,12,살모넬라,1,3,1,0,0,93.229,1.5,6.4,-2.9,21.1,2.1,24.6,1016.7,1027.7,1000.7,1022.3,1033.9,1006.4,65,11,182.9,7,1,51141463,2843680,1820184,1998580,8737654,0.059228718,0.037911145,0.041626811,0.181989549,510.0566296,248
2013,11,살모넬라,2,141,1,0,0,93.116,7.1,12.6,2.4,60,2.2,25.3,1015.2,1023.7,994,1020.6,1029.5,999.8,66,10,194.3,11,1,51127984,2849022,1829560,2007924,8710614,0.059339982,0.03810643,0.04182143,0.181426355,509.9221975,277
2013,10,살모넬라,2,25,1,4,1,93.134,15.4,21.7,10.3,54.1,1.8,22.4,1014.9,1025.5,1000.7,1020,1031.4,1006.4,71,11,222.6,99,1,51115702,2850116,1836769,2016405,8687739,0.059362768,0.03825658,0.041998074,0.18094991,509.7997036,372
2013,9,살모넬라,1,24,1,5,1,93.419,21.2,26.4,17,120.3,1.6,13.8,1010.3,1016.9,1001.3,1015.2,1022.2,1006.5,76,6,189.1,60,1,51098531,2849313,1844425,2024784,8662123,0.059346043,0.038416041,0.042172593,0.180416375,509.6284496,415
2013,8,살모넬라,3,228,1,4,1,93.238,27.3,32.3,23.4,161,1.8,18.5,1002.5,1008.1,993.1,1007.4,1013,998.3,77,17,246.3,28,1,51081507,2850147,1852164,2030784,8635994,0.059363413,0.03857723,0.042297562,0.179872155,509.4586616,262
2013,7,살모넬라,1,27,1,0,0,92.909,26.3,30.2,23.2,319.6,2.2,19.9,1001.5,1009.3,990.9,1006.4,1014.3,996.1,80,24,150.9,22,1,51064841,2850010,1857805,2037923,8609127,0.05936056,0.038694722,0.042446255,0.179312564,509.2924442,267
2013,6,살모넬라,3,242,1,4,1,92.71,22.6,27.7,18.6,104.4,1.7,14.6,1003.6,1013.8,990.5,1008.4,1018.7,995.4,75,15,188.9,19,1,51047880,2852935,1865446,2041727,8585828,0.059421482,0.03885387,0.042525485,0.178827288,509.1232846,277
2013,5,살모넬라,0,0,0,3,1,92.823,17.8,24.1,12.1,130,2.1,19.3,1007.2,1018.4,992.3,1012.1,1023.6,997.5,66,7,239.8,42,1,51034494,2857626,1873209,2045145,8563099,0.059519187,0.03901556,0.042596676,0.178353884,508.98978,330
2013,4,살모넬라,0,0,0,0,0,92.823,10.3,16.4,4.4,77,2.7,24.2,1008.5,1019.9,991.7,1013.7,1025.4,997.2,59,3,218.5,44,1,51018468,2864621,1878370,2048250,8532451,0.059664881,0.039123054,0.042661347,0.177715541,508.8299456,412
2013,3,살모넬라,0,0,0,3,1,92.952,6.6,13.5,0.2,60.7,2.4,22.6,1012.5,1024.2,995.5,1017.9,1030,1000.8,57,1,240.9,13,1,51003843,2872586,1884929,2048264,8509137,0.059830777,0.039259666,0.042661639,0.177229953,508.6840839,405
2013,2,살모넬라,0,0,0,3,1,93.038,0.7,5.8,-4.2,51,2.2,19.2,1019.2,1028.2,1006.3,1024.8,1034.2,1011.8,57,4,179.4,2,1,50991003,2883837,1890500,2052978,8472674,0.060065115,0.0393757,0.042759823,0.176470494,508.5560249,284
2013,1,살모넬라,0,0,0,0,0,92.728,-2.1,3.2,-6.8,27.8,2,18.2,1020.5,1032.6,1008.4,1026.2,1038.9,1014.3,64,8,180.5,2,1,50965180,2894402,1897274,2061241,8441804,0.060285165,0.03951679,0.042931927,0.175827528,508.2984806,242
2013,12,원충,0,0,0,0,0,93.229,1.5,6.4,-2.9,21.1,2.1,24.6,1016.7,1027.7,1000.7,1022.3,1033.9,1006.4,65,11,182.9,7,1,51141463,2843680,1820184,1998580,8737654,0.059228718,0.037911145,0.041626811,0.181989549,510.0566296,248
2013,11,원충,0,0,0,0,0,93.116,7.1,12.6,2.4,60,2.2,25.3,1015.2,1023.7,994,1020.6,1029.5,999.8,66,10,194.3,11,1,51127984,2849022,1829560,2007924,8710614,0.059339982,0.03810643,0.04182143,0.181426355,509.9221975,277
2013,10,원충,0,0,0,4,1,93.134,15.4,21.7,10.3,54.1,1.8,22.4,1014.9,1025.5,1000.7,1020,1031.4,1006.4,71,11,222.6,99,1,51115702,2850116,1836769,2016405,8687739,0.059362768,0.03825658,0.041998074,0.18094991,509.7997036,372
2013,9,원충,0,0,0,5,1,93.419,21.2,26.4,17,120.3,1.6,13.8,1010.3,1016.9,1001.3,1015.2,1022.2,1006.5,76,6,189.1,60,1,51098531,2849313,1844425,2024784,8662123,0.059346043,0.038416041,0.042172593,0.180416375,509.6284496,415
2013,8,원충,0,0,0,4,1,93.238,27.3,32.3,23.4,161,1.8,18.5,1002.5,1008.1,993.1,1007.4,1013,998.3,77,17,246.3,28,1,51081507,2850147,1852164,2030784,8635994,0.059363413,0.03857723,0.042297562,0.179872155,509.4586616,262
2013,7,원충,0,0,0,0,0,92.909,26.3,30.2,23.2,319.6,2.2,19.9,1001.5,1009.3,990.9,1006.4,1014.3,996.1,80,24,150.9,22,1,51064841,2850010,1857805,2037923,8609127,0.05936056,0.038694722,0.042446255,0.179312564,509.2924442,267
2013,6,원충,0,0,0,4,1,92.71,22.6,27.7,18.6,104.4,1.7,14.6,1003.6,1013.8,990.5,1008.4,1018.7,995.4,75,15,188.9,19,1,51047880,2852935,1865446,2041727,8585828,0.059421482,0.03885387,0.042525485,0.178827288,509.1232846,277
2013,5,원충,0,0,0,3,1,92.823,17.8,24.1,12.1,130,2.1,19.3,1007.2,1018.4,992.3,1012.1,1023.6,997.5,66,7,239.8,42,1,51034494,2857626,1873209,2045145,8563099,0.059519187,0.03901556,0.042596676,0.178353884,508.98978,330
2013,4,원충,0,0,0,0,0,92.823,10.3,16.4,4.4,77,2.7,24.2,1008.5,1019.9,991.7,1013.7,1025.4,997.2,59,3,218.5,44,1,51018468,2864621,1878370,2048250,8532451,0.059664881,0.039123054,0.042661347,0.177715541,508.8299456,412
2013,3,원충,0,0,0,3,1,92.952,6.6,13.5,0.2,60.7,2.4,22.6,1012.5,1024.2,995.5,1017.9,1030,1000.8,57,1,240.9,13,1,51003843,2872586,1884929,2048264,8509137,0.059830777,0.039259666,0.042661639,0.177229953,508.6840839,405
2013,2,원충,0,0,0,3,1,93.038,0.7,5.8,-4.2,51,2.2,19.2,1019.2,1028.2,1006.3,1024.8,1034.2,1011.8,57,4,179.4,2,1,50991003,2883837,1890500,2052978,8472674,0.060065115,0.0393757,0.042759823,0.176470494,508.5560249,284
2013,1,원충,0,0,0,0,0,92.728,-2.1,3.2,-6.8,27.8,2,18.2,1020.5,1032.6,1008.4,1026.2,1038.9,1014.3,64,8,180.5,2,1,50965180,2894402,1897274,2061241,8441804,0.060285165,0.03951679,0.042931927,0.175827528,508.2984806,242
2013,12,장염비브리오,0,0,0,0,0,93.229,1.5,6.4,-2.9,21.1,2.1,24.6,1016.7,1027.7,1000.7,1022.3,1033.9,1006.4,65,11,182.9,7,1,51141463,2843680,1820184,1998580,8737654,0.059228718,0.037911145,0.041626811,0.181989549,510.0566296,248
2013,11,장염비브리오,0,0,0,0,0,93.116,7.1,12.6,2.4,60,2.2,25.3,1015.2,1023.7,994,1020.6,1029.5,999.8,66,10,194.3,11,1,51127984,2849022,1829560,2007924,8710614,0.059339982,0.03810643,0.04182143,0.181426355,509.9221975,277
2013,10,장염비브리오,0,0,0,4,1,93.134,15.4,21.7,10.3,54.1,1.8,22.4,1014.9,1025.5,1000.7,1020,1031.4,1006.4,71,11,222.6,99,1,51115702,2850116,1836769,2016405,8687739,0.059362768,0.03825658,0.041998074,0.18094991,509.7997036,372
2013,9,장염비브리오,0,0,0,5,1,93.419,21.2,26.4,17,120.3,1.6,13.8,1010.3,1016.9,1001.3,1015.2,1022.2,1006.5,76,6,189.1,60,1,51098531,2849313,1844425,2024784,8662123,0.059346043,0.038416041,0.042172593,0.180416375,509.6284496,415
2013,8,장염비브리오,5,40,1,4,1,93.238,27.3,32.3,23.4,161,1.8,18.5,1002.5,1008.1,993.1,1007.4,1013,998.3,77,17,246.3,28,1,51081507,2850147,1852164,2030784,8635994,0.059363413,0.03857723,0.042297562,0.179872155,509.4586616,262
2013,7,장염비브리오,0,0,0,0,0,92.909,26.3,30.2,23.2,319.6,2.2,19.9,1001.5,1009.3,990.9,1006.4,1014.3,996.1,80,24,150.9,22,1,51064841,2850010,1857805,2037923,8609127,0.05936056,0.038694722,0.042446255,0.179312564,509.2924442,267
2013,6,장염비브리오,0,0,0,4,1,92.71,22.6,27.7,18.6,104.4,1.7,14.6,1003.6,1013.8,990.5,1008.4,1018.7,995.4,75,15,188.9,19,1,51047880,2852935,1865446,2041727,8585828,0.059421482,0.03885387,0.042525485,0.178827288,509.1232846,277
2013,5,장염비브리오,0,0,0,3,1,92.823,17.8,24.1,12.1,130,2.1,19.3,1007.2,1018.4,992.3,1012.1,1023.6,997.5,66,7,239.8,42,1,51034494,2857626,1873209,2045145,8563099,0.059519187,0.03901556,0.042596676,0.178353884,508.98978,330
2013,4,장염비브리오,0,0,0,0,0,92.823,10.3,16.4,4.4,77,2.7,24.2,1008.5,1019.9,991.7,1013.7,1025.4,997.2,59,3,218.5,44,1,51018468,2864621,1878370,2048250,8532451,0.059664881,0.039123054,0.042661347,0.177715541,508.8299456,412
2013,3,장염비브리오,0,0,0,3,1,92.952,6.6,13.5,0.2,60.7,2.4,22.6,1012.5,1024.2,995.5,1017.9,1030,1000.8,57,1,240.9,13,1,51003843,2872586,1884929,2048264,8509137,0.059830777,0.039259666,0.042661639,0.177229953,508.6840839,405
2013,2,장염비브리오,0,0,0,3,1,93.038,0.7,5.8,-4.2,51,2.2,19.2,1019.2,1028.2,1006.3,1024.8,1034.2,1011.8,57,4,179.4,2,1,50991003,2883837,1890500,2052978,8472674,0.060065115,0.0393757,0.042759823,0.176470494,508.5560249,284
2013,1,장염비브리오,0,0,0,0,0,92.728,-2.1,3.2,-6.8,27.8,2,18.2,1020.5,1032.6,1008.4,1026.2,1038.9,1014.3,64,8,180.5,2,1,50965180,2894402,1897274,2061241,8441804,0.060285165,0.03951679,0.042931927,0.175827528,508.2984806,242
2013,12,캠필로박터제주니,0,0,0,0,0,93.229,1.5,6.4,-2.9,21.1,2.1,24.6,1016.7,1027.7,1000.7,1022.3,1033.9,1006.4,65,11,182.9,7,1,51141463,2843680,1820184,1998580,8737654,0.059228718,0.037911145,0.041626811,0.181989549,510.0566296,248
2013,11,캠필로박터제주니,2,97,1,0,0,93.116,7.1,12.6,2.4,60,2.2,25.3,1015.2,1023.7,994,1020.6,1029.5,999.8,66,10,194.3,11,1,51127984,2849022,1829560,2007924,8710614,0.059339982,0.03810643,0.04182143,0.181426355,509.9221975,277
2013,10,캠필로박터제주니,1,48,1,4,1,93.134,15.4,21.7,10.3,54.1,1.8,22.4,1014.9,1025.5,1000.7,1020,1031.4,1006.4,71,11,222.6,99,1,51115702,2850116,1836769,2016405,8687739,0.059362768,0.03825658,0.041998074,0.18094991,509.7997036,372
2013,9,캠필로박터제주니,2,57,1,5,1,93.419,21.2,26.4,17,120.3,1.6,13.8,1010.3,1016.9,1001.3,1015.2,1022.2,1006.5,76,6,189.1,60,1,51098531,2849313,1844425,2024784,8662123,0.059346043,0.038416041,0.042172593,0.180416375,509.6284496,415
2013,8,캠필로박터제주니,0,0,0,4,1,93.238,27.3,32.3,23.4,161,1.8,18.5,1002.5,1008.1,993.1,1007.4,1013,998.3,77,17,246.3,28,1,51081507,2850147,1852164,2030784,8635994,0.059363413,0.03857723,0.042297562,0.179872155,509.4586616,262
2013,7,캠필로박터제주니,0,0,0,0,0,92.909,26.3,30.2,23.2,319.6,2.2,19.9,1001.5,1009.3,990.9,1006.4,1014.3,996.1,80,24,150.9,22,1,51064841,2850010,1857805,2037923,8609127,0.05936056,0.038694722,0.042446255,0.179312564,509.2924442,267
2013,6,캠필로박터제주니,0,0,0,4,1,92.71,22.6,27.7,18.6,104.4,1.7,14.6,1003.6,1013.8,990.5,1008.4,1018.7,995.4,75,15,188.9,19,1,51047880,2852935,1865446,2041727,8585828,0.059421482,0.03885387,0.042525485,0.178827288,509.1232846,277
2013,5,캠필로박터제주니,1,29,1,3,1,92.823,17.8,24.1,12.1,130,2.1,19.3,1007.2,1018.4,992.3,1012.1,1023.6,997.5,66,7,239.8,42,1,51034494,2857626,1873209,2045145,8563099,0.059519187,0.03901556,0.042596676,0.178353884,508.98978,330
2013,4,캠필로박터제주니,0,0,0,0,0,92.823,10.3,16.4,4.4,77,2.7,24.2,1008.5,1019.9,991.7,1013.7,1025.4,997.2,59,3,218.5,44,1,51018468,2864621,1878370,2048250,8532451,0.059664881,0.039123054,0.042661347,0.177715541,508.8299456,412
2013,3,캠필로박터제주니,0,0,0,3,1,92.952,6.6,13.5,0.2,60.7,2.4,22.6,1012.5,1024.2,995.5,1017.9,1030,1000.8,57,1,240.9,13,1,51003843,2872586,1884929,2048264,8509137,0.059830777,0.039259666,0.042661639,0.177229953,508.6840839,405
2013,2,캠필로박터제주니,0,0,0,3,1,93.038,0.7,5.8,-4.2,51,2.2,19.2,1019.2,1028.2,1006.3,1024.8,1034.2,1011.8,57,4,179.4,2,1,50991003,2883837,1890500,2052978,8472674,0.060065115,0.0393757,0.042759823,0.176470494,508.5560249,284
2013,1,캠필로박터제주니,0,0,0,0,0,92.728,-2.1,3.2,-6.8,27.8,2,18.2,1020.5,1032.6,1008.4,1026.2,1038.9,1014.3,64,8,180.5,2,1,50965180,2894402,1897274,2061241,8441804,0.060285165,0.03951679,0.042931927,0.175827528,508.2984806,242
2013,12,클로스트리디움퍼프린젠스,4,40,1,0,0,93.229,1.5,6.4,-2.9,21.1,2.1,24.6,1016.7,1027.7,1000.7,1022.3,1033.9,1006.4,65,11,182.9,7,1,51141463,2843680,1820184,1998580,8737654,0.059228718,0.037911145,0.041626811,0.181989549,510.0566296,248
2013,11,클로스트리디움퍼프린젠스,2,91,1,0,0,93.116,7.1,12.6,2.4,60,2.2,25.3,1015.2,1023.7,994,1020.6,1029.5,999.8,66,10,194.3,11,1,51127984,2849022,1829560,2007924,8710614,0.059339982,0.03810643,0.04182143,0.181426355,509.9221975,277
2013,10,클로스트리디움퍼프린젠스,2,20,1,4,1,93.134,15.4,21.7,10.3,54.1,1.8,22.4,1014.9,1025.5,1000.7,1020,1031.4,1006.4,71,11,222.6,99,1,51115702,2850116,1836769,2016405,8687739,0.059362768,0.03825658,0.041998074,0.18094991,509.7997036,372
2013,9,클로스트리디움퍼프린젠스,0,0,0,5,1,93.419,21.2,26.4,17,120.3,1.6,13.8,1010.3,1016.9,1001.3,1015.2,1022.2,1006.5,76,6,189.1,60,1,51098531,2849313,1844425,2024784,8662123,0.059346043,0.038416041,0.042172593,0.180416375,509.6284496,415
2013,8,클로스트리디움퍼프린젠스,0,0,0,4,1,93.238,27.3,32.3,23.4,161,1.8,18.5,1002.5,1008.1,993.1,1007.4,1013,998.3,77,17,246.3,28,1,51081507,2850147,1852164,2030784,8635994,0.059363413,0.03857723,0.042297562,0.179872155,509.4586616,262
2013,7,클로스트리디움퍼프린젠스,1,47,1,0,0,92.909,26.3,30.2,23.2,319.6,2.2,19.9,1001.5,1009.3,990.9,1006.4,1014.3,996.1,80,24,150.9,22,1,51064841,2850010,1857805,2037923,8609127,0.05936056,0.038694722,0.042446255,0.179312564,509.2924442,267
2013,6,클로스트리디움퍼프린젠스,6,98,1,4,1,92.71,22.6,27.7,18.6,104.4,1.7,14.6,1003.6,1013.8,990.5,1008.4,1018.7,995.4,75,15,188.9,19,1,51047880,2852935,1865446,2041727,8585828,0.059421482,0.03885387,0.042525485,0.178827288,509.1232846,277
2013,5,클로스트리디움퍼프린젠스,7,76,1,3,1,92.823,17.8,24.1,12.1,130,2.1,19.3,1007.2,1018.4,992.3,1012.1,1023.6,997.5,66,7,239.8,42,1,51034494,2857626,1873209,2045145,8563099,0.059519187,0.03901556,0.042596676,0.178353884,508.98978,330
2013,4,클로스트리디움퍼프린젠스,6,58,1,0,0,92.823,10.3,16.4,4.4,77,2.7,24.2,1008.5,1019.9,991.7,1013.7,1025.4,997.2,59,3,218.5,44,1,51018468,2864621,1878370,2048250,8532451,0.059664881,0.039123054,0.042661347,0.177715541,508.8299456,412
2013,3,클로스트리디움퍼프린젠스,3,46,1,3,1,92.952,6.6,13.5,0.2,60.7,2.4,22.6,1012.5,1024.2,995.5,1017.9,1030,1000.8,57,1,240.9,13,1,51003843,2872586,1884929,2048264,8509137,0.059830777,0.039259666,0.042661639,0.177229953,508.6840839,405
2013,2,클로스트리디움퍼프린젠스,1,36,1,3,1,93.038,0.7,5.8,-4.2,51,2.2,19.2,1019.2,1028.2,1006.3,1024.8,1034.2,1011.8,57,4,179.4,2,1,50991003,2883837,1890500,2052978,8472674,0.060065115,0.0393757,0.042759823,0.176470494,508.5560249,284
2013,1,클로스트리디움퍼프린젠스,1,4,1,0,0,92.728,-2.1,3.2,-6.8,27.8,2,18.2,1020.5,1032.6,1008.4,1026.2,1038.9,1014.3,64,8,180.5,2,1,50965180,2894402,1897274,2061241,8441804,0.060285165,0.03951679,0.042931927,0.175827528,508.2984806,242
2013,12,황색포도상구균,1,45,1,0,0,93.229,1.5,6.4,-2.9,21.1,2.1,24.6,1016.7,1027.7,1000.7,1022.3,1033.9,1006.4,65,11,182.9,7,1,51141463,2843680,1820184,1998580,8737654,0.059228718,0.037911145,0.041626811,0.181989549,510.0566296,248
2013,11,황색포도상구균,0,0,0,0,0,93.116,7.1,12.6,2.4,60,2.2,25.3,1015.2,1023.7,994,1020.6,1029.5,999.8,66,10,194.3,11,1,51127984,2849022,1829560,2007924,8710614,0.059339982,0.03810643,0.04182143,0.181426355,509.9221975,277
2013,10,황색포도상구균,1,4,1,4,1,93.134,15.4,21.7,10.3,54.1,1.8,22.4,1014.9,1025.5,1000.7,1020,1031.4,1006.4,71,11,222.6,99,1,51115702,2850116,1836769,2016405,8687739,0.059362768,0.03825658,0.041998074,0.18094991,509.7997036,372
2013,9,황색포도상구균,0,0,0,5,1,93.419,21.2,26.4,17,120.3,1.6,13.8,1010.3,1016.9,1001.3,1015.2,1022.2,1006.5,76,6,189.1,60,1,51098531,2849313,1844425,2024784,8662123,0.059346043,0.038416041,0.042172593,0.180416375,509.6284496,415
2013,8,황색포도상구균,0,0,0,4,1,93.238,27.3,32.3,23.4,161,1.8,18.5,1002.5,1008.1,993.1,1007.4,1013,998.3,77,17,246.3,28,1,51081507,2850147,1852164,2030784,8635994,0.059363413,0.03857723,0.042297562,0.179872155,509.4586616,262
2013,7,황색포도상구균,2,8,1,0,0,92.909,26.3,30.2,23.2,319.6,2.2,19.9,1001.5,1009.3,990.9,1006.4,1014.3,996.1,80,24,150.9,22,1,51064841,2850010,1857805,2037923,8609127,0.05936056,0.038694722,0.042446255,0.179312564,509.2924442,267
2013,6,황색포도상구균,0,0,0,4,1,92.71,22.6,27.7,18.6,104.4,1.7,14.6,1003.6,1013.8,990.5,1008.4,1018.7,995.4,75,15,188.9,19,1,51047880,2852935,1865446,2041727,8585828,0.059421482,0.03885387,0.042525485,0.178827288,509.1232846,277
